longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity,rooms_per_household,bedrooms_per_room,population_per_household,median_house_value
-117.63,34.09,8.0,3557.0,890.0,2251.0,765.0,2.6818,INLAND,4.649673202614379,0.2502108518414394,2.942483660130719,114100.0
-119.83,36.72,28.0,60.0,10.0,46.0,13.0,4.35,INLAND,4.615384615384615,0.1666666666666666,3.5384615384615383,67500.0
-119.67,36.8,9.0,3712.0,508.0,1632.0,474.0,6.011,INLAND,7.831223628691983,0.136853448275862,3.4430379746835444,163100.0
-118.14,33.96,38.0,590.0,139.0,620.0,132.0,2.1731,<1H OCEAN,4.46969696969697,0.235593220338983,4.696969696969697,143800.0
-122.79,38.48,7.0,6837.0,,3468.0,1405.0,3.1662,<1H OCEAN,4.866192170818505,,2.4683274021352313,191000.0
-118.29,34.08,38.0,380.0,130.0,445.0,140.0,1.9286,<1H OCEAN,2.7142857142857144,0.3421052631578947,3.1785714285714284,137500.0
-118.1,34.12,50.0,1835.0,231.0,636.0,211.0,11.6471,<1H OCEAN,8.696682464454977,0.1258855585831062,3.014218009478673,500001.0
-124.07,40.81,23.0,2103.0,411.0,1019.0,387.0,2.9911,NEAR OCEAN,5.434108527131783,0.195435092724679,2.6330749354005167,119700.0
-122.79,38.54,5.0,3986.0,737.0,1887.0,687.0,3.7768,<1H OCEAN,5.802037845705968,0.1848971399899648,2.7467248908296944,213800.0
-116.46,33.82,6.0,4863.0,920.0,3010.0,828.0,3.9508,INLAND,5.8731884057971016,0.1891836315031873,3.635265700483092,104200.0
-118.37,34.16,40.0,1973.0,382.0,774.0,352.0,4.4122,<1H OCEAN,5.605113636363637,0.193613786112519,2.1988636363636362,282300.0
-122.17,37.78,42.0,1524.0,260.0,651.0,267.0,3.6875,NEAR BAY,5.707865168539326,0.1706036745406824,2.438202247191011,157300.0
-122.49,37.78,47.0,2695.0,643.0,1505.0,644.0,3.0877,NEAR BAY,4.184782608695652,0.2385899814471243,2.3369565217391304,329100.0
-118.18,33.77,29.0,1776.0,606.0,1391.0,488.0,1.1295,NEAR OCEAN,3.639344262295082,0.3412162162162162,2.8504098360655736,137500.0
-117.77,33.71,4.0,1646.0,321.0,859.0,300.0,5.5631,<1H OCEAN,5.486666666666666,0.1950182260024301,2.8633333333333333,227800.0
-117.57,33.88,35.0,1755.0,446.0,1453.0,428.0,2.316,INLAND,4.100467289719626,0.2541310541310541,3.3948598130841123,119400.0
-121.14,38.16,14.0,2591.0,497.0,1371.0,479.0,3.5774,INLAND,5.409185803757829,0.1918178309532998,2.862212943632568,113900.0
-117.85,33.8,40.0,1461.0,286.0,1322.0,264.0,4.3269,<1H OCEAN,5.534090909090909,0.1957563312799452,5.007575757575758,194100.0
-118.45,34.07,19.0,4845.0,1609.0,3751.0,1539.0,1.583,<1H OCEAN,3.1481481481481484,0.3320949432404541,2.437296946068876,350000.0
-119.03,36.13,24.0,2259.0,408.0,1169.0,395.0,1.7106,INLAND,5.718987341772152,0.1806108897742364,2.9594936708860757,95500.0
-117.8,34.05,5.0,4536.0,1178.0,2485.0,909.0,4.1118,<1H OCEAN,4.99009900990099,0.259700176366843,2.7337733773377337,125900.0
-122.22,37.78,44.0,2968.0,710.0,2269.0,610.0,2.3906,NEAR BAY,4.865573770491803,0.2392183288409703,3.719672131147541,111700.0
-118.97,35.36,31.0,1418.0,306.0,1219.0,312.0,1.5743,INLAND,4.544871794871795,0.2157968970380818,3.907051282051282,46700.0
-118.43,34.04,52.0,1782.0,308.0,735.0,307.0,5.2954,<1H OCEAN,5.804560260586319,0.1728395061728395,2.3941368078175898,485100.0
-122.27,37.81,10.0,875.0,348.0,546.0,330.0,0.76,NEAR BAY,2.6515151515151514,0.3977142857142857,1.6545454545454545,162500.0
-118.08,33.92,34.0,2118.0,437.0,1414.0,442.0,3.7238,<1H OCEAN,4.791855203619909,0.2063267233238904,3.1990950226244346,166800.0
-118.36,33.98,29.0,2861.0,816.0,1715.0,775.0,2.7712,<1H OCEAN,3.6916129032258063,0.2852149598042642,2.2129032258064516,160900.0
-121.96,37.52,26.0,4211.0,741.0,2352.0,734.0,5.2396,<1H OCEAN,5.737057220708447,0.1759677036333412,3.204359673024523,223900.0
-121.82,38.46,10.0,6331.0,1181.0,3419.0,1110.0,3.7083,INLAND,5.703603603603604,0.1865424103617122,3.08018018018018,154800.0
-121.99,37.61,9.0,3666.0,711.0,2341.0,703.0,4.6458,<1H OCEAN,5.21479374110953,0.1939443535188216,3.330014224751067,217000.0
-117.78,33.87,16.0,5609.0,952.0,2624.0,934.0,5.3307,<1H OCEAN,6.005353319057816,0.1697272241041184,2.809421841541756,169600.0
-122.16,37.45,37.0,2926.0,874.0,1363.0,815.0,4.5987,NEAR BAY,3.5901840490797547,0.2987012987012987,1.6723926380368097,356000.0
-119.02,35.35,42.0,1239.0,251.0,776.0,272.0,1.983,INLAND,4.555147058823529,0.2025827280064568,2.8529411764705883,63300.0
-117.28,33.72,11.0,1161.0,235.0,640.0,210.0,2.1667,<1H OCEAN,5.5285714285714285,0.202411714039621,3.0476190476190474,114600.0
-121.54,38.59,40.0,2120.0,504.0,1304.0,464.0,2.0368,INLAND,4.568965517241379,0.2377358490566037,2.810344827586207,67800.0
-118.09,33.84,23.0,4412.0,910.0,2380.0,825.0,4.54,<1H OCEAN,5.347878787878788,0.2062556663644605,2.8848484848484848,213100.0
-117.06,33.78,17.0,2813.0,565.0,1345.0,488.0,2.5847,INLAND,5.764344262295082,0.2008531816565943,2.7561475409836067,145300.0
-122.28,37.84,52.0,729.0,160.0,395.0,155.0,1.6875,NEAR BAY,4.703225806451613,0.2194787379972565,2.5483870967741935,132000.0
-117.33,34.06,48.0,732.0,149.0,486.0,139.0,2.5673,INLAND,5.266187050359712,0.203551912568306,3.4964028776978417,68200.0
-121.47,37.58,14.0,1594.0,292.0,887.0,287.0,4.6625,INLAND,5.554006968641115,0.1831869510664993,3.0905923344947737,294000.0
-118.24,34.16,52.0,1904.0,297.0,797.0,286.0,6.6603,<1H OCEAN,6.6573426573426575,0.1559873949579832,2.7867132867132867,380400.0
-121.92,37.26,33.0,1306.0,259.0,762.0,237.0,4.5208,<1H OCEAN,5.510548523206751,0.1983154670750382,3.2151898734177213,230700.0
-117.21,32.85,26.0,2012.0,315.0,872.0,335.0,5.4067,NEAR OCEAN,6.005970149253732,0.1565606361829025,2.6029850746268655,277500.0
-122.69,39.02,27.0,2199.0,527.0,744.0,316.0,2.1094,INLAND,6.958860759493671,0.2396543883583447,2.3544303797468356,72400.0
-121.28,38.73,6.0,4223.0,672.0,1747.0,631.0,5.419,INLAND,6.692551505546751,0.1591285815770779,2.768621236133122,267400.0
-119.2,35.37,6.0,7383.0,1095.0,3415.0,1059.0,5.3119,INLAND,6.971671388101983,0.1483136936204794,3.2247403210576016,157300.0
-117.98,34.04,29.0,1468.0,310.0,1390.0,276.0,3.75,<1H OCEAN,5.318840579710145,0.2111716621253406,5.036231884057971,190600.0
-117.17,32.79,43.0,1269.0,297.0,946.0,285.0,2.1447,NEAR OCEAN,4.4526315789473685,0.2340425531914893,3.319298245614035,133300.0
-116.53,33.88,5.0,4423.0,763.0,1906.0,667.0,4.6855,INLAND,6.631184407796102,0.1725073479538774,2.8575712143928036,125200.0
-122.51,37.92,32.0,2622.0,541.0,1022.0,464.0,3.7647,NEAR BAY,5.650862068965517,0.2063310450038138,2.2025862068965516,375000.0
-118.07,34.07,31.0,1370.0,284.0,1062.0,277.0,3.5156,<1H OCEAN,4.945848375451264,0.2072992700729927,3.8339350180505414,199300.0
-122.04,37.96,27.0,2587.0,729.0,1500.0,623.0,1.837,NEAR BAY,4.152487961476726,0.281793583301121,2.407704654895666,175000.0
-117.22,32.74,52.0,1283.0,173.0,436.0,190.0,7.4029,NEAR OCEAN,6.752631578947368,0.1348402182385035,2.294736842105263,345700.0
-121.91,36.61,30.0,2755.0,597.0,1519.0,554.0,3.2952,NEAR OCEAN,4.972924187725631,0.2166969147005444,2.7418772563176894,234600.0
-122.44,37.79,52.0,1817.0,535.0,800.0,487.0,3.975,NEAR BAY,3.731006160164271,0.2944413869014859,1.6427104722792607,500001.0
-117.1,32.71,25.0,939.0,247.0,1003.0,240.0,1.75,NEAR OCEAN,3.9125,0.2630457933972311,4.179166666666666,87900.0
-121.47,38.55,52.0,1384.0,295.0,561.0,244.0,2.0242,INLAND,5.672131147540983,0.213150289017341,2.2991803278688523,94600.0
-118.43,34.02,41.0,2403.0,516.0,1001.0,514.0,4.3906,<1H OCEAN,4.675097276264592,0.2147315855181023,1.9474708171206225,500001.0
-121.91,37.23,27.0,4866.0,668.0,1956.0,659.0,7.3843,<1H OCEAN,7.38391502276176,0.137279079325935,2.968133535660091,405000.0
-121.99,36.96,16.0,875.0,201.0,300.0,157.0,2.625,NEAR OCEAN,5.573248407643312,0.2297142857142857,1.910828025477707,377300.0
-117.66,33.57,16.0,4277.0,565.0,1642.0,549.0,8.0082,<1H OCEAN,7.790528233151184,0.1321019406125789,2.9908925318761383,286600.0
-120.24,37.96,34.0,1747.0,395.0,935.0,362.0,1.625,INLAND,4.8259668508287294,0.2261018889524899,2.5828729281767955,79400.0
-117.83,33.65,8.0,2149.0,426.0,950.0,399.0,4.1103,<1H OCEAN,5.385964912280702,0.198231735691019,2.380952380952381,250400.0
-117.72,34.03,17.0,2902.0,476.0,1652.0,479.0,5.6029,INLAND,6.058455114822547,0.1640248104755341,3.4488517745302714,161800.0
-118.29,33.95,32.0,721.0,205.0,842.0,208.0,1.6029,<1H OCEAN,3.4663461538461537,0.2843273231622746,4.048076923076923,89700.0
-117.75,34.01,4.0,22128.0,3522.0,10450.0,3258.0,6.1287,<1H OCEAN,6.791896869244936,0.1591648590021692,3.2074892572130143,289600.0
-121.95,37.39,24.0,5230.0,934.0,3795.0,970.0,5.4228,<1H OCEAN,5.391752577319588,0.178585086042065,3.9123711340206184,264100.0
-123.52,41.01,17.0,1564.0,345.0,517.0,222.0,2.1542,INLAND,7.045045045045045,0.2205882352941176,2.328828828828829,83800.0
-122.28,37.89,52.0,2315.0,408.0,835.0,369.0,4.5893,NEAR BAY,6.273712737127371,0.1762419006479481,2.2628726287262872,290100.0
-119.66,36.34,32.0,1338.0,276.0,859.0,286.0,2.6397,INLAND,4.678321678321678,0.2062780269058296,3.0034965034965033,59700.0
-117.0,32.73,17.0,6050.0,1143.0,3424.0,1131.0,3.7647,<1H OCEAN,5.349248452696728,0.1889256198347107,3.0274093722369586,127600.0
-121.81,37.38,29.0,570.0,76.0,244.0,72.0,12.3292,<1H OCEAN,7.916666666666667,0.1333333333333333,3.388888888888889,416700.0
-122.26,37.88,52.0,2363.0,604.0,1558.0,573.0,2.944,NEAR BAY,4.1239092495637,0.2556072788827761,2.719022687609075,338900.0
-121.64,36.66,24.0,3174.0,506.0,1466.0,535.0,5.2285,<1H OCEAN,5.932710280373832,0.1594202898550724,2.7401869158878505,248100.0
-121.8,36.68,18.0,8581.0,1957.0,6071.0,1889.0,3.0,<1H OCEAN,4.542615140285865,0.2280619974361962,3.213869772366331,162200.0
-119.22,34.28,24.0,2212.0,332.0,899.0,331.0,5.533,NEAR OCEAN,6.682779456193353,0.1500904159132007,2.716012084592145,299700.0
-122.21,37.79,35.0,1745.0,409.0,1143.0,386.0,2.875,NEAR BAY,4.520725388601036,0.2343839541547278,2.961139896373057,143800.0
-118.52,34.04,43.0,2167.0,254.0,761.0,256.0,13.6842,<1H OCEAN,8.46484375,0.1172127365020766,2.97265625,500001.0
-118.56,34.24,23.0,2980.0,362.0,1208.0,378.0,8.1714,<1H OCEAN,7.883597883597884,0.121476510067114,3.195767195767196,500001.0
-122.5,37.74,42.0,1667.0,395.0,1041.0,387.0,3.9583,NEAR OCEAN,4.30749354005168,0.2369526094781043,2.689922480620155,273700.0
-122.09,37.39,34.0,1508.0,483.0,774.0,443.0,2.7279,NEAR BAY,3.404063205417607,0.3202917771883289,1.747178329571106,365600.0
-120.83,38.74,17.0,3685.0,775.0,1714.0,734.0,2.2269,INLAND,5.020435967302452,0.2103120759837177,2.335149863760218,128300.0
-121.24,38.67,28.0,3558.0,589.0,1742.0,581.0,4.0182,INLAND,6.123924268502582,0.1655424395727937,2.9982788296041307,131700.0
-122.43,37.73,52.0,1029.0,205.0,461.0,212.0,5.0782,NEAR BAY,4.85377358490566,0.1992225461613216,2.1745283018867925,310800.0
-118.13,33.88,32.0,3088.0,1024.0,1981.0,956.0,2.2027,<1H OCEAN,3.2301255230125525,0.3316062176165803,2.0721757322175733,192700.0
-117.99,33.85,35.0,1661.0,272.0,949.0,276.0,5.2548,<1H OCEAN,6.018115942028985,0.1637567730282962,3.4384057971014492,192600.0
-122.0,37.97,27.0,2491.0,428.0,1171.0,431.0,5.1021,INLAND,5.779582366589327,0.1718185467683661,2.7169373549883993,202800.0
-122.42,37.66,26.0,3253.0,932.0,2246.0,855.0,2.6631,NEAR OCEAN,3.8046783625731,0.2865047648324623,2.6269005847953215,244000.0
-117.36,34.11,35.0,2969.0,521.0,1555.0,503.0,3.25,INLAND,5.90258449304175,0.1754799595823509,3.091451292246521,107100.0
-118.24,34.14,20.0,3196.0,994.0,2929.0,983.0,3.0206,<1H OCEAN,3.2512716174974567,0.3110137672090112,2.9796541200406916,219500.0
-117.24,33.11,10.0,3487.0,545.0,1410.0,557.0,6.0336,NEAR OCEAN,6.26032315978456,0.1562948092916547,2.5314183123877916,240300.0
-117.19,33.18,7.0,3561.0,722.0,1921.0,657.0,4.1128,<1H OCEAN,5.420091324200913,0.2027520359449592,2.923896499238965,209700.0
-122.59,38.43,20.0,2791.0,546.0,785.0,512.0,3.4561,<1H OCEAN,5.451171875,0.1956288068792547,1.533203125,216700.0
-122.52,38.27,18.0,2405.0,390.0,872.0,367.0,5.2155,<1H OCEAN,6.553133514986376,0.1621621621621621,2.3760217983651226,248300.0
-121.25,38.72,10.0,7277.0,1168.0,3507.0,1131.0,4.485,INLAND,6.434129089301504,0.1605057028995465,3.1007957559681696,179400.0
-120.08,36.79,38.0,1446.0,285.0,928.0,255.0,2.9808,INLAND,5.670588235294118,0.1970954356846473,3.6392156862745098,89600.0
-122.75,38.41,17.0,3150.0,588.0,1857.0,610.0,3.9688,<1H OCEAN,5.163934426229508,0.1866666666666666,3.044262295081967,165000.0
-118.43,34.18,22.0,2052.0,568.0,1254.0,572.0,2.6364,<1H OCEAN,3.5874125874125875,0.276803118908382,2.1923076923076925,271100.0
-118.4,33.88,36.0,1543.0,214.0,474.0,187.0,9.3399,<1H OCEAN,8.251336898395722,0.1386908619572261,2.53475935828877,500001.0
-119.77,34.43,22.0,2552.0,443.0,1066.0,424.0,5.1271,NEAR OCEAN,6.018867924528302,0.1735893416927899,2.5141509433962264,342500.0
-122.2,37.82,39.0,3770.0,534.0,1265.0,500.0,6.3302,NEAR BAY,7.54,0.1416445623342175,2.53,362800.0
-118.3,33.87,31.0,1398.0,261.0,823.0,263.0,5.0641,<1H OCEAN,5.315589353612167,0.186695278969957,3.129277566539924,234900.0
-117.01,32.8,20.0,2705.0,545.0,1198.0,497.0,3.7159,<1H OCEAN,5.442655935613682,0.2014787430683918,2.41046277665996,168900.0
-119.65,37.09,17.0,1280.0,254.0,707.0,267.0,3.55,INLAND,4.794007490636704,0.1984375,2.647940074906367,106300.0
-122.17,37.45,35.0,1025.0,242.0,388.0,232.0,5.1995,NEAR BAY,4.418103448275862,0.2360975609756097,1.6724137931034482,500001.0
-118.32,33.86,32.0,3485.0,678.0,1715.0,649.0,4.6563,<1H OCEAN,5.36979969183359,0.1945480631276901,2.642526964560863,291700.0
-118.03,34.05,36.0,1345.0,331.0,1511.0,309.0,3.5129,<1H OCEAN,4.352750809061488,0.2460966542750929,4.889967637540453,142300.0
-121.29,38.13,31.0,1008.0,212.0,453.0,195.0,2.3917,INLAND,5.1692307692307695,0.2103174603174603,2.3230769230769233,113500.0
-121.69,36.81,18.0,2837.0,522.0,1454.0,458.0,4.5272,<1H OCEAN,6.1943231441048034,0.1839971801198449,3.1746724890829694,221000.0
-114.61,33.62,16.0,1187.0,261.0,1115.0,242.0,2.1759,INLAND,4.904958677685951,0.2198820556023588,4.607438016528926,61500.0
-118.28,33.93,42.0,1898.0,460.0,1503.0,429.0,2.5179,<1H OCEAN,4.424242424242424,0.2423603793466807,3.5034965034965033,97400.0
-120.43,34.96,24.0,1799.0,470.0,1416.0,408.0,2.0673,<1H OCEAN,4.409313725490196,0.2612562534741523,3.4705882352941178,136900.0
-121.24,38.82,5.0,12259.0,1643.0,4819.0,1582.0,5.4498,INLAND,7.749051833122629,0.134023982380292,3.0461441213653604,217300.0
-117.91,33.6,37.0,2088.0,510.0,673.0,390.0,5.1048,<1H OCEAN,5.3538461538461535,0.2442528735632184,1.7256410256410257,500001.0
-117.89,33.68,26.0,2905.0,504.0,1452.0,491.0,5.0853,<1H OCEAN,5.916496945010183,0.1734939759036144,2.9572301425661913,260300.0
-117.65,33.46,19.0,7034.0,1139.0,2824.0,1068.0,6.0873,<1H OCEAN,6.586142322097379,0.1619277793574068,2.644194756554307,277300.0
-122.04,36.98,35.0,2155.0,355.0,866.0,335.0,5.6188,NEAR OCEAN,6.432835820895522,0.1647331786542923,2.5850746268656715,404700.0
-118.15,34.05,33.0,3287.0,649.0,1783.0,653.0,3.8472,<1H OCEAN,5.033690658499235,0.1974444782476422,2.7304747320061256,293300.0
-116.95,33.68,11.0,1183.0,178.0,543.0,147.0,4.4792,INLAND,8.047619047619047,0.1504649196956889,3.693877551020408,173900.0
-121.31,38.01,22.0,2101.0,514.0,1304.0,511.0,2.8348,INLAND,4.111545988258317,0.2446454069490718,2.551859099804305,101600.0
-118.35,33.98,47.0,2512.0,461.0,1082.0,426.0,3.8235,<1H OCEAN,5.896713615023474,0.1835191082802547,2.539906103286385,207600.0
-117.93,34.03,30.0,2246.0,446.0,1837.0,431.0,4.7917,<1H OCEAN,5.211136890951276,0.1985752448797862,4.262180974477959,164500.0
-117.05,32.56,18.0,1215.0,320.0,1195.0,349.0,1.9875,NEAR OCEAN,3.481375358166189,0.2633744855967078,3.4240687679083095,114900.0
-122.1,37.39,31.0,1117.0,304.0,591.0,302.0,3.5909,NEAR BAY,3.698675496688742,0.2721575649059982,1.9569536423841059,353100.0
-117.88,33.66,26.0,6017.0,1244.0,2673.0,1135.0,3.5426,<1H OCEAN,5.301321585903084,0.2067475486122652,2.3550660792951543,295400.0
-121.26,37.96,35.0,1511.0,316.0,892.0,304.0,1.7898,INLAND,4.970394736842105,0.2091330244870946,2.9342105263157894,63500.0
-117.81,33.88,19.0,2265.0,283.0,904.0,279.0,9.2327,<1H OCEAN,8.118279569892474,0.1249448123620309,3.240143369175627,461300.0
-117.29,34.12,47.0,1648.0,432.0,1308.0,385.0,1.2069,INLAND,4.28051948051948,0.2621359223300971,3.397402597402597,68200.0
-119.05,34.4,50.0,1236.0,282.0,1079.0,257.0,2.6991,<1H OCEAN,4.809338521400778,0.2281553398058252,4.198443579766537,181300.0
-122.03,37.94,21.0,5541.0,776.0,2214.0,737.0,5.5777,NEAR BAY,7.51831750339213,0.1400469229380978,3.004070556309362,279300.0
-122.62,38.92,13.0,520.0,115.0,249.0,109.0,1.8417,INLAND,4.770642201834862,0.2211538461538461,2.2844036697247705,84700.0
-119.79,36.55,32.0,1393.0,276.0,999.0,245.0,2.0216,INLAND,5.685714285714286,0.1981335247666906,4.077551020408163,76800.0
-118.14,34.71,33.0,2347.0,461.0,1482.0,374.0,2.8194,INLAND,6.275401069518717,0.1964209629314018,3.962566844919786,93000.0
-122.16,37.74,46.0,1029.0,181.0,567.0,211.0,3.4844,NEAR BAY,4.876777251184834,0.1758989310009718,2.6872037914691944,129500.0
-122.18,37.86,33.0,4449.0,636.0,1684.0,617.0,8.9571,NEAR BAY,7.210696920583469,0.1429534726904922,2.7293354943273904,399700.0
-121.57,37.02,17.0,2889.0,624.0,2681.0,608.0,2.9417,INLAND,4.751644736842105,0.2159916926272066,4.409539473684211,178000.0
-117.29,33.24,5.0,3109.0,634.0,1823.0,578.0,3.1875,<1H OCEAN,5.3788927335640135,0.2039240913477002,3.1539792387543253,153800.0
-117.57,34.02,5.0,6933.0,1311.0,3845.0,1285.0,4.6727,INLAND,5.395330739299611,0.1890956295975768,2.992217898832685,158900.0
-120.97,37.68,16.0,2349.0,446.0,1302.0,392.0,3.1625,INLAND,5.99234693877551,0.1898680289484887,3.3214285714285716,130300.0
-122.42,37.61,17.0,1040.0,432.0,669.0,405.0,4.1513,NEAR OCEAN,2.567901234567901,0.4153846153846154,1.651851851851852,137500.0
-122.64,37.96,29.0,377.0,58.0,151.0,67.0,9.5551,NEAR OCEAN,5.626865671641791,0.1538461538461538,2.253731343283582,500001.0
-121.48,38.52,36.0,1824.0,357.0,906.0,356.0,2.9911,INLAND,5.123595505617978,0.1957236842105263,2.544943820224719,96400.0
-118.3,34.07,18.0,3759.0,,3296.0,1462.0,2.2708,<1H OCEAN,2.5711354309165526,,2.2544459644322847,175000.0
-121.32,38.0,22.0,2105.0,521.0,781.0,483.0,2.213,INLAND,4.358178053830228,0.2475059382422803,1.6169772256728778,87500.0
-118.2,34.05,41.0,1268.0,398.0,1887.0,407.0,2.625,<1H OCEAN,3.1154791154791157,0.3138801261829653,4.636363636363637,150000.0
-118.19,33.92,35.0,915.0,241.0,1153.0,252.0,3.305,<1H OCEAN,3.630952380952381,0.2633879781420765,4.575396825396825,115800.0
-122.06,37.96,37.0,1784.0,313.0,788.0,304.0,4.2917,NEAR BAY,5.868421052631579,0.1754484304932735,2.5921052631578947,189600.0
-121.46,39.54,14.0,5549.0,1000.0,1822.0,919.0,2.9562,INLAND,6.038084874863983,0.1802126509280951,1.9825897714907508,142300.0
-117.15,32.76,40.0,1809.0,474.0,826.0,456.0,2.6518,NEAR OCEAN,3.967105263157895,0.2620232172470978,1.8114035087719298,179800.0
-118.17,33.82,52.0,2539.0,497.0,1152.0,488.0,4.1354,NEAR OCEAN,5.202868852459017,0.1957463568333989,2.360655737704918,268200.0
-122.28,37.86,52.0,2031.0,450.0,958.0,445.0,1.9327,NEAR BAY,4.564044943820225,0.2215657311669128,2.152808988764045,169900.0
-118.23,33.97,44.0,2748.0,715.0,2962.0,703.0,2.6951,<1H OCEAN,3.90896159317212,0.2601892285298399,4.213371266002845,169300.0
-121.28,38.11,10.0,2974.0,588.0,1559.0,568.0,3.8825,INLAND,5.235915492957746,0.1977135171486214,2.744718309859155,136800.0
-120.69,35.28,26.0,4225.0,886.0,1795.0,704.0,2.2847,NEAR OCEAN,6.001420454545454,0.2097041420118343,2.549715909090909,247000.0
-119.31,35.99,26.0,1460.0,316.0,880.0,286.0,1.3676,INLAND,5.104895104895105,0.2164383561643835,3.076923076923077,47800.0
-118.1,33.93,36.0,1124.0,217.0,707.0,234.0,4.375,<1H OCEAN,4.803418803418803,0.1930604982206405,3.0213675213675213,174500.0
-118.98,35.38,28.0,1171.0,299.0,1193.0,273.0,0.8639,INLAND,4.289377289377289,0.2553373185311699,4.3699633699633695,49400.0
-124.18,40.78,37.0,1453.0,293.0,867.0,310.0,2.5536,NEAR OCEAN,4.687096774193549,0.2016517549896765,2.796774193548387,70200.0
-117.97,33.67,25.0,3906.0,660.0,1809.0,622.0,5.6765,<1H OCEAN,6.279742765273312,0.1689708141321044,2.9083601286173635,265100.0
-118.2,34.04,36.0,1625.0,490.0,2003.0,478.0,2.181,<1H OCEAN,3.399581589958159,0.3015384615384615,4.190376569037657,147200.0
-121.45,38.61,34.0,438.0,116.0,263.0,100.0,0.9379,INLAND,4.38,0.2648401826484018,2.63,67500.0
-118.06,33.72,17.0,4573.0,937.0,1619.0,796.0,5.7704,NEAR OCEAN,5.744974874371859,0.2048983162038049,2.0339195979899496,500001.0
-121.78,37.23,18.0,1747.0,317.0,1055.0,285.0,5.898,<1H OCEAN,6.129824561403509,0.1814539210074413,3.7017543859649122,229100.0
-121.82,37.69,12.0,1906.0,351.0,802.0,319.0,4.9375,INLAND,5.974921630094044,0.1841552990556138,2.5141065830721003,227700.0
-122.7,38.46,29.0,2891.0,459.0,1012.0,441.0,5.0415,<1H OCEAN,6.555555555555555,0.1587685921826357,2.2947845804988662,240200.0
-118.06,34.1,38.0,1960.0,330.0,874.0,308.0,4.8594,<1H OCEAN,6.363636363636363,0.1683673469387755,2.8376623376623376,265900.0
-121.59,39.86,14.0,1527.0,269.0,665.0,261.0,2.8657,INLAND,5.850574712643678,0.1761624099541585,2.5478927203065136,119600.0
-118.47,34.19,41.0,1104.0,196.0,495.0,196.0,5.0929,<1H OCEAN,5.63265306122449,0.1775362318840579,2.5255102040816326,225000.0
-121.38,38.4,15.0,4155.0,637.0,1722.0,616.0,4.8831,INLAND,6.74512987012987,0.153309265944645,2.7954545454545454,154400.0
-122.47,37.77,52.0,2241.0,443.0,1042.0,377.0,4.1635,NEAR BAY,5.9442970822281165,0.1976796073181615,2.763925729442971,398400.0
-122.26,37.85,52.0,3503.0,752.0,1504.0,734.0,3.2705,NEAR BAY,4.772479564032698,0.2146731373108764,2.0490463215258856,241800.0
-116.97,32.78,37.0,1255.0,238.0,671.0,278.0,3.7019,<1H OCEAN,4.514388489208633,0.1896414342629482,2.4136690647482015,138600.0
-118.31,34.08,26.0,1609.0,534.0,1868.0,497.0,2.7038,<1H OCEAN,3.237424547283702,0.3318831572405221,3.7585513078470827,227100.0
-120.35,36.16,18.0,1519.0,296.0,846.0,272.0,2.7792,INLAND,5.584558823529412,0.19486504279131,3.110294117647059,85300.0
-117.96,33.82,32.0,2726.0,556.0,1513.0,531.0,3.7917,<1H OCEAN,5.133709981167608,0.2039618488628026,2.849340866290019,197400.0
-117.26,34.24,10.0,4750.0,844.0,1220.0,428.0,4.5536,INLAND,11.098130841121495,0.1776842105263157,2.850467289719626,132400.0
-118.07,34.11,47.0,832.0,194.0,419.0,156.0,3.1576,<1H OCEAN,5.333333333333333,0.2331730769230769,2.6858974358974357,225000.0
-118.63,34.18,32.0,1646.0,242.0,697.0,233.0,6.6689,<1H OCEAN,7.064377682403434,0.1470230862697448,2.9914163090128754,433000.0
-118.36,33.88,33.0,2408.0,534.0,1644.0,523.0,4.2454,<1H OCEAN,4.604206500956023,0.2217607973421927,3.1434034416826004,236800.0
-118.36,33.83,36.0,1660.0,300.0,943.0,300.0,5.1984,<1H OCEAN,5.533333333333333,0.180722891566265,3.1433333333333335,353600.0
-118.2,33.94,45.0,1570.0,328.0,1321.0,300.0,3.7361,<1H OCEAN,5.233333333333333,0.2089171974522293,4.403333333333333,171800.0
-121.5,38.58,20.0,4018.0,1220.0,1570.0,1122.0,2.5821,INLAND,3.5811051693404634,0.3036336485813837,1.3992869875222815,125000.0
-117.9,34.07,36.0,1009.0,164.0,466.0,149.0,5.8519,<1H OCEAN,6.771812080536913,0.1625371655104063,3.12751677852349,249400.0
-116.92,32.76,7.0,1659.0,237.0,862.0,242.0,5.2741,<1H OCEAN,6.855371900826446,0.1428571428571428,3.56198347107438,249400.0
-122.46,37.72,45.0,2399.0,419.0,1225.0,399.0,4.0855,NEAR OCEAN,6.012531328320802,0.1746561067111296,3.0701754385964914,244100.0
-118.36,33.96,17.0,3431.0,934.0,2365.0,810.0,3.0393,<1H OCEAN,4.235802469135803,0.2722238414456426,2.919753086419753,129200.0
-121.45,38.5,25.0,3033.0,665.0,1559.0,627.0,2.7101,INLAND,4.837320574162679,0.2192548631717771,2.4864433811802233,99500.0
-122.29,38.0,16.0,4986.0,1081.0,2805.0,1016.0,4.025,NEAR BAY,4.90748031496063,0.2168070597673485,2.7608267716535435,173200.0
-122.2,37.77,39.0,2689.0,597.0,1888.0,537.0,2.2562,NEAR BAY,5.007448789571694,0.2220156191892897,3.515828677839851,94800.0
